Round,Expected Reward,Regret,Real Reward,exploration_parameter
0,0.7738768770285325,0.8849033302884909,0.7107678190170418,0.01
1,0.8497296334302495,0.8090505738867735,0.7567245886853253,0.01
2,0.8459529139494522,0.8128272933675704,0.8577464026601161,0.01
3,0.9136968242043563,0.7450833831126666,0.804738254159508,0.01
4,0.8616185643455306,0.797161642971492,0.7609522932912658,0.01
5,0.9285327264868042,0.7302474808302186,1.1070138249858383,0.01
6,0.9258291354345018,0.7329510718825213,1.045577494683333,0.01
7,1.0152635465465745,0.6435166607704481,0.9157771928530747,0.01
8,0.9902835982178461,0.6684966090991769,0.8927679711477103,0.01
9,0.9943553972181043,0.6644248100989185,1.0971765241767324,0.01
10,0.9277219578502794,0.731058249466744,0.9832804929509245,0.01
11,1.0261183902514872,0.6326618170655357,1.0176938844579053,0.01
12,1.063651235424254,0.5951289718927688,1.0702253920929048,0.01
13,1.033876541326997,0.6249036659900258,0.9963113733184724,0.01
14,1.082515427862454,0.5762647794545686,0.9770698627110918,0.01
15,1.0994008057864795,0.5593794015305438,1.4330917314595533,0.01
16,1.0976617601722238,0.5611184471447996,0.8896037628464432,0.01
17,1.100341100275071,0.5584391070419522,1.1267812645698916,0.01
18,1.0972026791291931,0.5615775281878299,0.8880268432475851,0.01
19,1.113910777844992,0.5448694294720311,1.0372944014493521,0.01
20,1.0467610178281745,0.612019189488849,1.0103291019396303,0.01
21,1.1099058048476704,0.5488744024693524,1.1296395981096006,0.01
22,1.1511013735411932,0.5076788337758298,1.1641358003237954,0.01
23,1.1963185706630148,0.46246163665400813,1.1744042155761676,0.01
24,1.1728914324808732,0.48588877483614995,0.9890276021916635,0.01
25,1.1902100802032798,0.4685701271137435,1.2160807152761852,0.01
26,1.1440454623061678,0.5147347450108556,1.0183572104356666,0.01
27,1.2135104505310632,0.4452697567859603,1.2409750193051838,0.01
28,1.1927829997213706,0.4659972075956524,1.2601466964628485,0.01
29,1.1980075069607339,0.4607727003562895,1.211976788493988,0.01
30,1.2411746429415649,0.41760556437545865,1.3203025918007838,0.01
31,1.1959938352725195,0.46278637204450424,1.0914304897618696,0.01
32,1.2172525853726195,0.44152762194440354,1.4023040139207854,0.01
33,1.19925018524587,0.4595300220711529,1.2291115396649548,0.01
34,1.2572648783007265,0.40151532901629666,1.114580169190829,0.01
35,1.231937013783733,0.42684319353329025,1.1322449691171195,0.01
36,1.2969321843254826,0.36184802299154034,1.4131219892216464,0.01
37,1.2672205977678448,0.3915596095491785,1.2317596243943443,0.01
38,1.2407896867597217,0.417990520557302,1.3288486447849737,0.01
39,1.2517235088326053,0.407056698484418,1.2261374449226454,0.01
40,1.284630668831759,0.3741495384852638,1.131285145808614,0.01
41,1.2905976871478038,0.3681825201692193,1.4773332939992414,0.01
42,1.2681648032499901,0.3906154040670333,1.3567903598233033,0.01
43,1.278539201041361,0.38024100627566243,1.1847403140671784,0.01
44,1.2977113796595001,0.3610688276575233,1.3835371098736458,0.01
45,1.2857865402651134,0.3729936670519096,1.282690095720794,0.01
46,1.2821911885411796,0.3765890187758437,1.3004432318038153,0.01
47,1.2986818229019905,0.3600983844150327,1.2454910068875649,0.01
48,1.3233372844064848,0.33544292291053834,1.3770149535834804,0.01
49,1.3320371141271925,0.3267430931898306,1.466772098646363,0.01
0,0.7563040838770018,0.97276731028571,0.5410800660877524,0.05
1,0.7288445955561698,1.000226798606543,0.7795477811290688,0.05
2,0.795142188088708,0.9339292060740044,0.6716823752741172,0.05
3,0.9631629830109678,0.7659084111517445,1.0118734997607666,0.05
4,1.0066814183715551,0.7223899757911574,1.1948032928130834,0.05
5,0.8984244889670149,0.8306469051956973,0.85113955372717,0.05
6,0.9618108509209589,0.7672605432417535,0.8060826388466625,0.05
7,1.078107275794225,0.6509641183684874,1.1505586937441563,0.05
8,1.0137829740547684,0.7152884201079445,1.088297665947063,0.05
9,1.0650999967163677,0.6639713974463447,1.106029779177091,0.05
10,1.1256580051774818,0.6034133889852307,1.23596635779621,0.05
11,1.084101697577894,0.6449696965848188,1.0391530649122585,0.05
12,1.114874235089321,0.6141971590733917,1.1289755859111694,0.05
13,1.1032490528615044,0.6258223413012074,0.9642860706490864,0.05
14,1.0854854088752555,0.6435859852874569,1.1241214433025564,0.05
15,1.1998627344599027,0.52920865970281,1.2893937396548927,0.05
16,1.1618104239605256,0.5672609702021865,1.0985246209741553,0.05
17,1.13264430516487,0.5964270889978427,1.0592512741128577,0.05
18,1.2605144660392638,0.4685569281234486,1.140954074343083,0.05
19,1.2243728874372914,0.5046985067254215,1.180438763202268,0.05
20,1.2304433923771538,0.4986280017855589,1.052534928078265,0.05
21,1.2703770324447266,0.45869436171798633,1.1947826724473811,0.05
22,1.2576002116455631,0.4714711825171493,1.2915200858681255,0.05
23,1.2747992243807718,0.4542721697819408,1.2283179175601482,0.05
24,1.3389556927624722,0.3901157014002406,1.2993677300934647,0.05
25,1.3457466953641086,0.383324698798604,1.2267505950188413,0.05
26,1.3296428482582632,0.39942854590444943,1.4664860666010753,0.05
27,1.364049847115529,0.36502154704718415,1.4937804441399607,0.05
28,1.2881649908490544,0.4409064033136582,1.204451444544384,0.05
29,1.339685751307866,0.3893856428548461,1.2836720403275914,0.05
30,1.37231632171694,0.3567550724457726,1.4464718019715115,0.05
31,1.37279177445119,0.35627961971152267,1.4941889630257696,0.05
32,1.379872125085081,0.34919926907763177,1.1655891300637042,0.05
33,1.3700138746048303,0.35905751955788245,1.3691469092405981,0.05
34,1.3889680315923691,0.3401033625703438,1.3664005232291478,0.05
35,1.3473754384658105,0.38169595569690246,1.3312214251442083,0.05
36,1.3393389126768949,0.38973248148581874,1.4274847575640153,0.05
37,1.3562948042562804,0.37277658990643275,1.2732326917941448,0.05
38,1.3984548120939135,0.3306165820688001,1.2655942406434408,0.05
39,1.3998919858033017,0.32917940835941145,1.526449106257641,0.05
40,1.4228454894856812,0.3062259046770316,1.2987280692732068,0.05
41,1.437551203681632,0.2915201904810812,1.4855848067290431,0.05
42,1.3931458394828313,0.33592555467988183,1.5021594730332104,0.05
43,1.4178850546100197,0.31118633955269376,1.324825560037051,0.05
44,1.4083745035117834,0.32069689065092954,1.444637826063941,0.05
45,1.415269491904212,0.31380190225850135,1.5326929761432166,0.05
46,1.4571205481346667,0.2719508460280465,1.4485239428481484,0.05
47,1.4210013816190183,0.308070012543695,1.5904303251030874,0.05
48,1.4615356819378795,0.2675357122248335,1.321182466414338,0.05
49,1.420243193218181,0.3088282009445324,1.3568336853194194,0.05
0,0.7452205122038903,0.9373095346079968,0.6974282544821142,0.1
1,0.782293272239272,0.9002367745726157,0.8539676717688687,0.1
2,0.8036683243268752,0.8788617224850124,0.7781214308216801,0.1
3,0.7948929414596766,0.8876371053522114,0.6196288583689138,0.1
4,0.8416112795931338,0.8409187672187542,0.8780597658471976,0.1
5,0.9217634712966485,0.7607665755152397,1.0013081149635497,0.1
6,0.8812890535929624,0.8012409932189251,0.8806903549596035,0.1
7,0.98211882173494,0.7004112250769472,0.9094380275742354,0.1
8,0.9847337656621846,0.6977962811497026,1.024212466756086,0.1
9,1.0457658915528452,0.6367641552590421,0.9725712533964979,0.1
10,1.096473084425764,0.5860569623861234,1.0015021592218483,0.1
11,1.0257451060707747,0.656784940741113,1.0297114493233106,0.1
12,1.077717200858838,0.60481284595305,1.2961644503852805,0.1
13,1.1331920775862576,0.5493379692256302,1.2554662529704073,0.1
14,1.1508580106159114,0.5316720361959759,1.1856545925173758,0.1
15,1.1777864331428125,0.5047436136690749,1.3256161381501852,0.1
16,1.1407708443872306,0.5417592024246569,1.1743584504146902,0.1
17,1.1280994913339546,0.5544305554779332,1.0782148127285451,0.1
18,1.2068899198871055,0.4756401269247819,1.2769330975917261,0.1
19,1.166263842704422,0.5162662041074654,1.222960123130739,0.1
20,1.1663879006729578,0.5161421461389297,1.0821235219190601,0.1
21,1.2402200936298287,0.4423099531820589,1.1419770401954246,0.1
22,1.2548623865184148,0.42766766029347253,1.331659237621554,0.1
23,1.2672599436234306,0.41527010318845703,1.1485912765430206,0.1
24,1.2417884791522158,0.44074156765967154,1.211708302874745,0.1
25,1.3055724545013512,0.37695759231053605,1.187286203336559,0.1
26,1.2863875843210277,0.3961424624908601,1.2276731543049786,0.1
27,1.272636415173605,0.4098936316382828,1.2934642110067673,0.1
28,1.266461674832202,0.4160683719796856,1.1705463054001424,0.1
29,1.2570948683512806,0.42543517846060724,1.0744709232683263,0.1
30,1.2825439683311664,0.39998607848072104,1.401154155491519,0.1
31,1.2724009829855947,0.4101290638262931,1.2170423895905917,0.1
32,1.3310040649103407,0.3515259819015468,1.2231175186289054,0.1
33,1.282598397066803,0.3999316497450853,1.189993638211421,0.1
34,1.3258506285852811,0.3566794182266068,1.4675103169336585,0.1
35,1.323327304159352,0.3592027426525353,1.297602596070468,0.1
36,1.2932882275607627,0.38924181925112494,1.3919955942504074,0.1
37,1.345043193730243,0.3374868530816449,1.3315784927044405,0.1
38,1.3514853014039694,0.3310447454079181,1.3932835478794416,0.1
39,1.36980262201115,0.31272742480073756,0.962354294001094,0.1
40,1.3437279197106866,0.33880212710120106,1.3722489376031404,0.1
41,1.3148212866547007,0.3677087601571865,1.2867820796771983,0.1
42,1.3313302878705653,0.3511997589413223,1.4172338090776564,0.1
43,1.3539710016664528,0.3285590451454345,1.3340542851515034,0.1
44,1.3578624542093767,0.32466759260251066,1.4736031626099269,0.1
45,1.3123283174505844,0.37020172936130374,1.3940236372560226,0.1
46,1.3254659595133111,0.3570640872985766,1.4166853039177796,0.1
47,1.356387114128236,0.3261429326836517,1.3723718232746251,0.1
48,1.3888724656953446,0.2936575811165429,1.2402279797474878,0.1
49,1.4123874891759527,0.27014255763593487,1.3261317733302553,0.1
0,0.662300695109781,0.953651154849736,0.7411383917929047,0.2
1,0.6951494981956136,0.9208023517639036,0.6271260907146278,0.2
2,0.6785128020871163,0.9374390478724003,0.6867584841243758,0.2
3,0.773296441483975,0.8426554084755415,0.9292133760718758,0.2
4,0.7759158378410439,0.840036012118473,0.5969350808254564,0.2
5,0.8640246789095005,0.7519271710500157,0.9243819344846688,0.2
6,0.8743846876324294,0.7415671623270876,0.9322835990405304,0.2
7,0.8208965431842979,0.7950553067752183,0.8241612098569207,0.2
8,0.8225254004873527,0.7934264494721635,0.8734494869045468,0.2
9,0.92875789495517,0.6871939550043468,0.9189313405685572,0.2
10,0.9682058898355211,0.647745960123995,0.8989017052603869,0.2
11,1.043107692276783,0.5728441576827337,0.929642960871944,0.2
12,0.9372268320732878,0.6787250178862287,0.8278239056965044,0.2
13,1.0266738884236564,0.5892779615358598,0.8850560572976796,0.2
14,1.0590392939326019,0.5569125560269149,1.1368940290521479,0.2
15,0.9697161122899726,0.6462357376695438,0.8865884142370186,0.2
16,1.0188608164226887,0.597091033536828,1.007971288648118,0.2
17,1.1534907082589017,0.4624611417006156,1.2070634977922747,0.2
18,1.0975360988172198,0.5184157511422977,1.0728299035831137,0.2
19,1.0779744359552013,0.5379774140043159,1.2171094439691088,0.2
20,1.0928361563563,0.5231156936032171,0.9905395494262841,0.2
21,1.1104364443383057,0.5055154056212112,1.0944689936320793,0.2
22,1.1592030562337114,0.4567487937258048,1.1112211512401646,0.2
23,1.1109412961713105,0.5050105537882061,1.191896642975262,0.2
24,1.11121170114517,0.5047401488143466,1.0878748090506642,0.2
25,1.0829557640395024,0.532996085920014,1.0698334486244712,0.2
26,1.1332080376014388,0.48274381235807806,1.0813756656034976,0.2
27,1.1436088521178225,0.47234299784169403,1.1266314986817278,0.2
28,1.2012422198438353,0.41470963011568157,1.2628237885377136,0.2
29,1.1871457334507243,0.42880611650879197,1.2669820599394535,0.2
30,1.145019588524473,0.4709322614350439,1.2721724187817949,0.2
31,1.1810367191033,0.4349151308562167,1.1187880011249396,0.2
32,1.1248489619211184,0.4911028880383979,1.1316752366296978,0.2
33,1.1612475547945385,0.45470429516497773,1.1375312977245684,0.2
34,1.204599646247539,0.41135220371197717,1.3218943563303776,0.2
35,1.1814637533883823,0.4344880965711343,1.0474320848149963,0.2
36,1.1793980103480857,0.43655383961143107,1.263838489069846,0.2
37,1.1821296591905337,0.43382219076898304,1.2986243081319133,0.2
38,1.1720080141225377,0.4439438358369792,1.199889421669447,0.2
39,1.2276204421584902,0.38833140780102654,1.2640288745835122,0.2
40,1.2276964570373459,0.3882553929221702,1.1669245096171714,0.2
41,1.2589954645256605,0.35695638543385594,1.3317061508099899,0.2
42,1.2391979277836385,0.37675392217587794,1.2350846463865697,0.2
43,1.2577993983258429,0.3581524516336739,1.188158586550477,0.2
44,1.2510012484200255,0.3649506015394911,1.2276698087189013,0.2
45,1.2780683945785274,0.3378834553809892,1.3963293038389428,0.2
46,1.2741545911153518,0.34179725884416506,1.1806690361010275,0.2
47,1.2507445998049784,0.3652072501545382,1.3222926421700665,0.2
48,1.2346727604141394,0.3812790895453773,1.2182137408528901,0.2
49,1.2314169261613366,0.38453492379818016,1.1340217819917733,0.2
0,0.7038729707325818,1.0541659471612053,0.709385379804283,0.5
1,0.7773317573336698,0.9807071605601166,0.8635967354692275,0.5
2,0.8521486411340453,0.9058902767597415,0.9070559515063402,0.5
3,0.8383446733857318,0.9196942445080555,0.8002267714754668,0.5
4,0.8709319089788969,0.8871070089148902,0.9699332638067069,0.5
5,0.8043973284825523,0.9536415894112347,0.9728587949114977,0.5
6,0.9629179625154779,0.7951209553783087,0.9455961229308625,0.5
7,0.8793263961027158,0.8787125217910707,0.8024633817815311,0.5
8,1.036941854915357,0.7210970629784296,1.0044352642004546,0.5
9,1.0544588916542168,0.7035800262395696,1.1448798432713594,0.5
10,1.1375706108211536,0.6204683070726327,1.1038529662941732,0.5
11,1.0555782494331003,0.7024606684606859,1.1076401846603956,0.5
12,1.0799837143824158,0.6780552035113702,1.0884068590701,0.5
13,1.161890302806935,0.5961486150868509,1.0552922264519844,0.5
14,1.158808025405579,0.5992308924882077,1.081614708346459,0.5
15,1.1219518158572803,0.6360871020365066,1.2080514061806182,0.5
16,1.1846377080288482,0.5734012098649385,1.119960447482076,0.5
17,1.1808936106121224,0.5771453072816649,1.0938251901352738,0.5
18,1.239083804560745,0.5189551133330421,1.2736480389926645,0.5
19,1.2182545369957305,0.539784380898057,1.0382875711740984,0.5
20,1.1817085064999586,0.5763304113938279,1.0869316454224112,0.5
21,1.2459827487501516,0.5120561691436348,1.2065181228425137,0.5
22,1.22472239317658,0.5333165247172065,1.2422195751658796,0.5
23,1.212875342663894,0.5451635752298919,1.3273719374250408,0.5
24,1.2138006317136094,0.5442382861801767,1.1214905212114108,0.5
25,1.2561511090941528,0.5018878087996336,1.303016619969209,0.5
26,1.2502462615910344,0.5077926563027527,1.0655944105036774,0.5
27,1.3076821356207884,0.4503567822729984,1.4076192061862778,0.5
28,1.2737481372497534,0.4842907806440332,1.2201553125815607,0.5
29,1.2914245568749028,0.466614361018884,1.414344175746184,0.5
30,1.2953052853355547,0.46273363255823186,1.2452418129864868,0.5
31,1.2762425872967313,0.48179633059705523,1.3707819031216253,0.5
32,1.3770002766900964,0.38103864120369013,1.453012144996141,0.5
33,1.3877985614413697,0.3702403564524164,1.3219847935198976,0.5
34,1.3715875048749324,0.38645141301885416,1.3682156448846903,0.5
35,1.369897822776107,0.3881410951176798,1.3708914337801,0.5
36,1.3625524228687962,0.39548649502499017,1.1432565797521532,0.5
37,1.3685742715402092,0.3894646463535773,1.4154171273927838,0.5
38,1.437082436662757,0.32095648123102877,1.4795676749798243,0.5
39,1.4129867988109992,0.3450521190827874,1.31578371011978,0.5
40,1.4110774402936703,0.34696147760011614,1.5031066329220986,0.5
41,1.4219988779755448,0.3360400399182413,1.431854232148945,0.5
42,1.4088692805012175,0.34916963739256895,1.5087025990310454,0.5
43,1.4147926909419888,0.3432462269517976,1.330784432690065,0.5
44,1.4652702153929915,0.29276870250079473,1.3919980274090826,0.5
45,1.435724475591246,0.32231444230254075,1.1378667570091232,0.5
46,1.4349576077284893,0.32308131016529695,1.4598480525245794,0.5
47,1.431644698955786,0.32639421893800025,1.6401126003987425,0.5
48,1.4008945366335968,0.3571443812601892,1.6033141621384643,0.5
49,1.4214676311715397,0.3365712867222467,1.5451956119496504,0.5
0,0.5614199095325408,1.009012857521439,0.5509904439519968,1.0
1,0.5503350735980945,1.0200976934558843,0.5579811104036303,1.0
2,0.6727866739569537,0.8976460930970264,0.7327054324001057,1.0
3,0.6352112690135935,0.9352214980403859,0.6180198099809785,1.0
4,0.6569535700890985,0.913479196964881,0.8838864896818138,1.0
5,0.6037689181885316,0.9666638488654478,0.6823674634474824,1.0
6,0.6831014821638707,0.8873312848901087,0.8179287349895632,1.0
7,0.7416964867423375,0.8287362803116426,0.795442071731716,1.0
8,0.7645577405305564,0.8058750265234228,0.6131766152195051,1.0
9,0.8857611730357097,0.6846715940182697,0.8477151351452809,1.0
10,0.8728267648241236,0.6976060022298559,0.8938093018452774,1.0
11,0.8977377983704216,0.6726949686835577,0.7434773401799518,1.0
12,0.9355463555124812,0.6348864115414982,1.0405329828411753,1.0
13,0.8986690082886958,0.6717637587652839,1.004325695917684,1.0
14,0.9247018659109382,0.6457309011430408,1.0620412973978564,1.0
15,0.9988284984404895,0.5716042686134901,0.8853395568171338,1.0
16,1.0806043801932723,0.4898283868607065,1.0392962478086225,1.0
17,1.0282290585145533,0.5422037085394265,0.9597780255451017,1.0
18,1.0029734923024087,0.5674592747515707,0.7848365842156574,1.0
19,1.0053994518085176,0.5650333152454623,0.9164763355355753,1.0
20,1.0180834491523996,0.5523493179015798,1.0606817804290505,1.0
21,1.0314944070282726,0.538938360025707,0.9400990203950702,1.0
22,1.0154179842990327,0.5550147827549466,1.0441737005173264,1.0
23,1.0390466103233538,0.5313861567306255,0.8545072968248545,1.0
24,1.0868917883290288,0.48354097872495055,1.2018697265439007,1.0
25,1.107702326279995,0.4627304407739845,1.0970697468715522,1.0
26,1.1343593683555566,0.436073398698423,1.160516204457143,1.0
27,1.1652037735172234,0.40522899353675584,1.2677508214580824,1.0
28,1.1522543809096064,0.4181783861443731,1.2056254620517919,1.0
29,1.1141662132313817,0.4562665538225976,1.1089402764692433,1.0
30,1.1269654731578966,0.4434672938960829,1.3010450587208493,1.0
31,1.1191961150597536,0.4512366519942258,1.1981434278994956,1.0
32,1.1431894014827078,0.42724336557127107,1.1309927153120818,1.0
33,1.1545291901496693,0.4159035769043101,1.1390579630663062,1.0
34,1.1482376235171234,0.42219514353685583,1.0097324283314368,1.0
35,1.0904022109329639,0.48003055612101503,1.0885804152562915,1.0
36,1.2083867133467927,0.36204605370718623,1.144246199728277,1.0
37,1.2331882647061323,0.3372445023478468,1.197284879870753,1.0
38,1.1987334037996087,0.37169936325437136,1.139598396184911,1.0
39,1.2142564176194277,0.35617634943455173,1.1333284879667958,1.0
40,1.2079252631108242,0.362507503943155,1.2185893227348992,1.0
41,1.2331345721112519,0.3372981949427274,1.2686593928333392,1.0
42,1.2396830033935546,0.3307497636604246,1.1802901762283688,1.0
43,1.2301731102772666,0.3402596567767128,1.226992967338615,1.0
44,1.1915840367900037,0.3788487302639752,1.189876650904812,1.0
45,1.2843197637300048,0.2861130033239743,1.3235659157590967,1.0
46,1.2214786264309392,0.3489541406230402,1.1434572266523888,1.0
47,1.237600604828043,0.3328321622259361,1.2869062413942927,1.0
48,1.2777862411360885,0.29264652591789064,1.2238378612721825,1.0
49,1.1970477484785436,0.373385018575436,1.1361325783644478,1.0
